Month,Year,Parish,Mean
Nov,2018,East Baton Rouge,8.171428571
Dec,2018,East Baton Rouge,4.825
Jan,2018,Iberville,6.65
Feb,2018,Iberville,6.3
Mar,2018,Iberville,7.977777778
Apr,2018,Iberville,6.86
May,2018,Iberville,9.79
Jun,2018,Iberville,10.4
Jul,2018,Iberville,12.73636364
Aug,2018,Iberville,10.78888889
Sep,2018,Iberville,6.54
Oct,2018,Iberville,6.966666667
Nov,2018,Iberville,8.02
Dec,2018,Iberville,6.854545455
Jan,2018,St. Bernard,6.52
Feb,2018,St. Bernard,5.8
Mar,2018,St. Bernard,10.54285714
Apr,2018,St. Bernard,6.78
May,2018,St. Bernard,9.74
Jun,2018,St. Bernard,10.11666667
Jul,2018,St. Bernard,12.06666667
Aug,2018,St. Bernard,11.06
Sep,2018,St. Bernard,5.96
Oct,2018,St. Bernard,7.06
Nov,2018,St. Bernard,7.36
Dec,2018,St. Bernard,7.96
Jan,2018,Ascension,11.19
Feb,2018,Ascension,6.63
Mar,2018,Ascension,7.97
Apr,2018,Ascension,8.65
May,2018,Ascension,10.11
Jun,2018,Ascension,9.83
Jul,2018,Ascension,13.67
Aug,2018,Ascension,10.35
Sep,2018,Ascension,7.4
Oct,2018,Ascension,6.8
Nov,2018,Ascension,8.59
Dec,2018,Ascension,6.18
Jan,2018,Tangipahoa,4.74
Feb,2018,Tangipahoa,4.91
Mar,2018,Tangipahoa,6.59
Apr,2018,Tangipahoa,7.25
May,2018,Tangipahoa,9.79
Jun,2018,Tangipahoa,9.62
Jul,2018,Tangipahoa,11.6
Aug,2018,Tangipahoa,5.672727273
Sep,2018,Tangipahoa,4.81
Oct,2018,Tangipahoa,6.27
Nov,2018,Tangipahoa,6.96
Dec,2018,Tangipahoa,5.990909091
Jan,2018,Tangipahoa,5.76
Feb,2018,Tangipahoa,4.78
Mar,2018,Tangipahoa,8.766666667
Apr,2018,Tangipahoa,6.36
May,2018,Tangipahoa,10.14
Jun,2018,Tangipahoa,9.46
Jul,2018,Tangipahoa,11.58333333
Aug,2018,Tangipahoa,10.08
Sep,2018,Tangipahoa,6.36
Oct,2018,Tangipahoa,6.16
Nov,2018,Tangipahoa,8.68
Dec,2018,Tangipahoa,5.22
Jan,2018,Terrebonne,5.777777778
Feb,2018,Terrebonne,5.86
Mar,2018,Terrebonne,7.88
Apr,2018,Terrebonne,6.690909091
May,2018,Terrebonne,8.91
Jun,2018,Terrebonne,8.033333333
Jul,2018,Terrebonne,11.62222222
Aug,2018,Terrebonne,8.290909091
Sep,2018,Terrebonne,5.47
Oct,2018,Terrebonne,6.74
Nov,2018,Terrebonne,6.56
Dec,2018,Terrebonne,5.45
Jan,2018,Jefferson,6.98
Feb,2018,Jefferson,4.74
Mar,2018,Jefferson,8.22
Apr,2018,Jefferson,7.06
May,2018,Jefferson,10.04
Jun,2018,Jefferson,10.46
Jul,2018,Jefferson,13.02
Aug,2018,Jefferson,11.22
Sep,2018,Jefferson,5.86
Oct,2018,Jefferson,7.1
Nov,2018,Jefferson,7.24
Dec,2018,Jefferson,4.22
Jan,2018,Lafayette,7.977777778
Feb,2018,Lafayette,7.82
Mar,2018,Lafayette,8.22
Apr,2018,Lafayette,7.83
May,2018,Lafayette,9.08
Jun,2018,Lafayette,9.25
Jul,2018,Lafayette,14.21818182
Aug,2018,Lafayette,9.96
Sep,2018,Lafayette,5.7
Oct,2018,Lafayette,6.16
Nov,2018,Lafayette,7.74
Dec,2018,Lafayette,6.636363636
Jan,2018,Calcasieu,6.65
Feb,2018,Calcasieu,6.3
Mar,2018,Calcasieu,7.977777778
Apr,2018,Calcasieu,6.86
May,2018,Calcasieu,9.79
Jun,2018,Calcasieu,10.4
Jul,2018,Calcasieu,12.73636364
Aug,2018,Calcasieu,10.78888889
Sep,2018,Calcasieu,6.54
Oct,2018,Calcasieu,6.966666667
Nov,2018,Calcasieu,8.02
Dec,2018,Calcasieu,6.854545455
Jan,2018,Jefferson,6.441666667
Feb,2018,Jefferson,5.2
Mar,2018,Jefferson,7.75
Apr,2018,Jefferson,6.97
May,2018,Jefferson,9.14
Jun,2018,Jefferson,9.9875
Jul,2018,Jefferson,12.65454545
Aug,2018,Jefferson,8.77
Sep,2018,Jefferson,5.74
Oct,2018,Jefferson,6.64
Nov,2018,Jefferson,7.21
Dec,2018,Jefferson,6.87
Jan,2018,Ouachita,5.38
Feb,2018,Ouachita,6
Mar,2018,Ouachita,6.83
Apr,2018,Ouachita,7.37
May,2018,Ouachita,9.33
Jun,2018,Ouachita,9.42
Jul,2018,Ouachita,15.37272727
Aug,2018,Ouachita,10.69
Sep,2018,Ouachita,6.69
Oct,2018,Ouachita,5.28
Nov,2018,Ouachita,5.7
Dec,2018,Ouachita,5.790909091
Jan,2018,West Baton Rouge,7.3
Feb,2018,West Baton Rouge,7.296428571
Mar,2018,West Baton Rouge,8.974193548
Apr,2018,West Baton Rouge,8.616666667
May,2018,West Baton Rouge,10.77741935
Jun,2018,West Baton Rouge,10.99333333
Jul,2018,West Baton Rouge,14.9483871
Aug,2018,West Baton Rouge,11.53870968
Sep,2018,West Baton Rouge,7.233333333
Oct,2018,West Baton Rouge,7.935483871
Nov,2018,West Baton Rouge,9.062068966
Dec,2018,West Baton Rouge,7.022580645
Jan,2018,Caddo,9.82
Feb,2018,Caddo,7.477777778
Mar,2018,Caddo,11.52857143
Apr,2018,Caddo,8.863636364
May,2018,Caddo,10.33
Jun,2018,Caddo,13.81
Jul,2018,Caddo,20.03636364
Aug,2018,Caddo,11.23333333
Sep,2018,Caddo,9.385714286
Oct,2018,Caddo,8.36
Nov,2018,Caddo,8.62
Dec,2018,Caddo,7.181818182
Jan,2018,Caddo,3
Feb,2018,Caddo,5.5
Mar,2018,Caddo,11.33333333
Apr,2018,Caddo,6.1
May,2018,Caddo,10.43333333
Jun,2018,Caddo,15.05
Jul,2018,Caddo,24.13333333
Aug,2018,Caddo,10.13333333
Sep,2018,Caddo,4.8
Oct,2018,Caddo,10.4
Nov,2018,Caddo,10.26666667
Dec,2018,Caddo,5.7
Jan,2018,Calcasieu,5.39
Feb,2018,Calcasieu,7.354545455
Mar,2018,Calcasieu,8.127272727
Apr,2018,Calcasieu,7.633333333
May,2018,Calcasieu,9.222222222
Jun,2018,Calcasieu,12.29
Jul,2018,Calcasieu,14.19090909
Aug,2018,Calcasieu,9.37
Sep,2018,Calcasieu,5.67
Oct,2018,Calcasieu,4.98
Nov,2018,Calcasieu,5.99
Dec,2018,Calcasieu,4.990909091
Jan,2019,Rapides,4.58
Feb,2019,Rapides,5.411111111
Mar,2019,Rapides,7.4
Apr,2019,Rapides,7.622222222
May,2019,Rapides,8.33
Jun,2019,Rapides,10.21111111
Jul,2019,Rapides,8.5
Aug,2019,Rapides,8.963636364
Sep,2019,Rapides,8.63
Oct,2019,Rapides,7.04
Nov,2019,Rapides,7.99
Dec,2019,Rapides,5.55
Jan,2019,East Baton Rouge,6.86
Feb,2019,East Baton Rouge,7.114285714
Mar,2019,East Baton Rouge,8.461290323
Apr,2019,East Baton Rouge,7.175862069
May,2019,East Baton Rouge,8.816129032
Jun,2019,East Baton Rouge,13.88666667
Jul,2019,East Baton Rouge,12.13548387
Aug,2019,East Baton Rouge,10.23666667
Sep,2019,East Baton Rouge,12.37272727
Oct,2019,East Baton Rouge,7.416666667
Nov,2019,East Baton Rouge,10.15666667
Dec,2019,East Baton Rouge,7.2
Jan,2019,East Baton Rouge,4.7
Feb,2019,East Baton Rouge,10.73333333
Mar,2019,East Baton Rouge,9.775
Apr,2019,East Baton Rouge,7.5
May,2019,East Baton Rouge,8.75
Jun,2019,East Baton Rouge,12.7
Jul,2019,East Baton Rouge,10.36666667
Aug,2019,East Baton Rouge,7.82
Sep,2019,East Baton Rouge,12.83333333
Oct,2019,East Baton Rouge,6
Nov,2019,East Baton Rouge,12.5
Dec,2019,East Baton Rouge,4.5
Jan,2019,Iberville,6.47
Feb,2019,Iberville,7.544444444
Mar,2019,Iberville,7.281818182
Apr,2019,Iberville,7.31
May,2019,Iberville,8.25
Jun,2019,Iberville,10.84
Jul,2019,Iberville,9.43
Aug,2019,Iberville,7.772727273
Sep,2019,Iberville,8.7
Oct,2019,Iberville,6.29
Nov,2019,Iberville,8.09
Dec,2019,Iberville,6.23
Jan,2019,St. Bernard,4.84
Feb,2019,St. Bernard,8.48
Mar,2019,St. Bernard,7.34
Apr,2019,St. Bernard,6.82
May,2019,St. Bernard,7.533333333
Jun,2019,St. Bernard,11.86
Jul,2019,St. Bernard,8.38
Aug,2019,St. Bernard,8.283333333
Sep,2019,St. Bernard,8.84
Oct,2019,St. Bernard,6.46
Nov,2019,St. Bernard,9.06
Dec,2019,St. Bernard,4.44
Jan,2019,Ascension,5.86
Feb,2019,Ascension,7.466666667
Mar,2019,Ascension,7.409090909
Apr,2019,Ascension,7.38
May,2019,Ascension,8.65
Jun,2019,Ascension,11.6
Jul,2019,Ascension,9.9
Aug,2019,Ascension,8.591666667
Sep,2019,Ascension,10.38
Oct,2019,Ascension,6.9
Nov,2019,Ascension,9.581818182
Dec,2019,Ascension,7.44
Jan,2019,Tangipahoa,4.827272727
Feb,2019,Tangipahoa,6.644444444
Mar,2019,Tangipahoa,7.266666667
Apr,2019,Tangipahoa,6.15
May,2019,Tangipahoa,7.5
Jun,2019,Tangipahoa,10.18888889
Jul,2019,Tangipahoa,9.622222222
Aug,2019,Tangipahoa,8.509090909
Sep,2019,Tangipahoa,9.16
Oct,2019,Tangipahoa,6.533333333
Nov,2019,Tangipahoa,8.388888889
Dec,2019,Tangipahoa,5.94
Jan,2019,Tangipahoa,4.28
Feb,2019,Tangipahoa,7.575
Mar,2019,Tangipahoa,7.5
Apr,2019,Tangipahoa,6.36
May,2019,Tangipahoa,7.58
Jun,2019,Tangipahoa,9.54
Jul,2019,Tangipahoa,9.08
Aug,2019,Tangipahoa,7.233333333
Sep,2019,Tangipahoa,8.2
Oct,2019,Tangipahoa,5.56
Nov,2019,Tangipahoa,8.86
Dec,2019,Tangipahoa,3.82
Jan,2019,Terrebonne,5.58
Feb,2019,Terrebonne,6.788888889
Mar,2019,Terrebonne,6.309090909
Apr,2019,Terrebonne,6.75
May,2019,Terrebonne,7.67
Jun,2019,Terrebonne,11.25
Jul,2019,Terrebonne,7.71
Aug,2019,Terrebonne,6.9
Sep,2019,Terrebonne,9.73
Oct,2019,Terrebonne,6.122222222
Nov,2019,Terrebonne,8.37
Dec,2019,Terrebonne,6.5
Jan,2019,Jefferson,4.26
Feb,2019,Jefferson,8.38
Mar,2019,Jefferson,6.96
Apr,2019,Jefferson,5.94
May,2019,Jefferson,8
Jun,2019,Jefferson,11.8
Jul,2019,Jefferson,8.22
Aug,2019,Jefferson,7.15
Sep,2019,Jefferson,8.3
Oct,2019,Jefferson,4.88
Nov,2019,Jefferson,7.94
Dec,2019,Jefferson,4.1
Jan,2019,Lafayette,5.93
Feb,2019,Lafayette,7.222222222
Mar,2019,Lafayette,7.5
Apr,2019,Lafayette,7.47
May,2019,Lafayette,7.91
Jun,2019,Lafayette,10.56
Jul,2019,Lafayette,9.21
Aug,2019,Lafayette,7.909090909
Sep,2019,Lafayette,8.61
Oct,2019,Lafayette,6.5
Nov,2019,Lafayette,8.77
Dec,2019,Lafayette,7.83
Jan,2019,Calcasieu,6.47
Feb,2019,Calcasieu,7.544444444
Mar,2019,Calcasieu,7.281818182
Apr,2019,Calcasieu,7.31
May,2019,Calcasieu,8.25
Jun,2019,Calcasieu,10.84
Jul,2019,Calcasieu,9.43
Aug,2019,Calcasieu,7.772727273
Sep,2019,Calcasieu,8.7
Oct,2019,Calcasieu,6.29
Nov,2019,Calcasieu,8.09
Dec,2019,Calcasieu,6.23
Jan,2019,Jefferson,5.454545455
Feb,2019,Jefferson,6.981818182
Mar,2019,Jefferson,7.027272727
Apr,2019,Jefferson,6.87
May,2019,Jefferson,7.9
Jun,2019,Jefferson,10.83
Jul,2019,Jefferson,9.066666667
Aug,2019,Jefferson,7.669230769
Sep,2019,Jefferson,8.96
Oct,2019,Jefferson,6.6875
Nov,2019,Jefferson,9.025
Dec,2019,Jefferson,6.44
Jan,2019,Ouachita,5.42
Feb,2019,Ouachita,5.566666667
Mar,2019,Ouachita,5.636363636
Apr,2019,Ouachita,6.3
May,2019,Ouachita,7.69
Jun,2019,Ouachita,8.59
Jul,2019,Ouachita,9.63
Aug,2019,Ouachita,8.690909091
Sep,2019,Ouachita,9.26
Oct,2019,Ouachita,5.566666667
Nov,2019,Ouachita,8.18
Dec,2019,Ouachita,6.15
Jan,2019,West Baton Rouge,6.625806452
Feb,2019,West Baton Rouge,7.614285714
Mar,2019,West Baton Rouge,8.993548387
Apr,2019,West Baton Rouge,7.52
May,2019,West Baton Rouge,9.238709677
Jun,2019,West Baton Rouge,12.49655172
Jul,2019,West Baton Rouge,10.09354839
Aug,2019,West Baton Rouge,9.306666667
Sep,2019,West Baton Rouge,10.64333333
Oct,2019,West Baton Rouge,7.175
Nov,2019,West Baton Rouge,9.896551724
Dec,2019,West Baton Rouge,7.411538462
Jan,2019,Caddo,7.033333333
Feb,2019,Caddo,8.733333333
Mar,2019,Caddo,7.883333333
Apr,2019,Caddo,10.26
May,2019,Caddo,11.17
Jun,2019,Caddo,12.71111111
Jul,2019,Caddo,11.57
Aug,2019,Caddo,13.32727273
Sep,2019,Caddo,12.82
Oct,2019,Caddo,10.35555556
Nov,2019,Caddo,12.24
Dec,2019,Caddo,10.15
Jan,2019,Caddo,7
Feb,2019,Caddo,9.525
Mar,2019,Caddo,9.3
Apr,2019,Caddo,10.4
May,2019,Caddo,10.4
Jun,2019,Caddo,15.7
Jul,2019,Caddo,13.45
Aug,2019,Caddo,9.566666667
Sep,2019,Caddo,14.2
Oct,2019,Caddo,6.533333333
Nov,2019,Caddo,15.46666667
Dec,2019,Caddo,8.3
Jan,2019,Calcasieu,4.51
Feb,2019,Calcasieu,5.557142857
Mar,2019,Calcasieu,7.1
Apr,2019,Calcasieu,5.86
May,2019,Calcasieu,8.02
Jun,2019,Calcasieu,9.122222222
Jul,2019,Calcasieu,8.53
Aug,2019,Calcasieu,7.33
Sep,2019,Calcasieu,7.13
Oct,2019,Calcasieu,5.93
Nov,2019,Calcasieu,6.92
Dec,2019,Calcasieu,5.37
Jan,2020,Rapides,5.690909091
Feb,2020,Rapides,4.244444444
Mar,2020,Rapides,7
Apr,2020,Rapides,7.99
May,2020,Rapides,5.26
Jun,2020,Rapides,10.66
Jul,2020,Rapides,10.01
Aug,2020,Rapides,8.87
Sep,2020,Rapides,7.62
Oct,2020,Rapides,7.6
Nov,2020,Rapides,6.96
Dec,2020,Rapides,5.32
Jan,2020,East Baton Rouge,6.555555556
Feb,2020,East Baton Rouge,6.110344828
Mar,2020,East Baton Rouge,8.009677419
Apr,2020,East Baton Rouge,8.247826087
May,2020,East Baton Rouge,7.470967742
Jun,2020,East Baton Rouge,10.81
Jul,2020,East Baton Rouge,10.28064516
Aug,2020,East Baton Rouge,8.353571429
Sep,2020,East Baton Rouge,8.51
Oct,2020,East Baton Rouge,7.967741935
Nov,2020,East Baton Rouge,7.923333333
Dec,2020,East Baton Rouge,7.880769231
Jan,2020,East Baton Rouge,6.35
Feb,2020,East Baton Rouge,8.9
Mar,2020,East Baton Rouge,8.64
Apr,2020,East Baton Rouge,6.3
May,2020,East Baton Rouge,7.1
Jun,2020,East Baton Rouge,9.4
Jul,2020,East Baton Rouge,10.43333333
Aug,2020,East Baton Rouge,11.23333333
Sep,2020,East Baton Rouge,4
Oct,2020,East Baton Rouge,6.8
Nov,2020,East Baton Rouge,7.5
Dec,2020,East Baton Rouge,7.25
Jan,2020,Iberville,7
Feb,2020,Iberville,4.8
Mar,2020,Iberville,7.545454545
Apr,2020,Iberville,8.09
May,2020,Iberville,5.94
Jun,2020,Iberville,8.61
Jul,2020,Iberville,9.508333333
Aug,2020,Iberville,9.990909091
Sep,2020,Iberville,6.71
Oct,2020,Iberville,7.8
Nov,2020,Iberville,8.03
Dec,2020,Iberville,5.6
Jan,2020,St. Bernard,6.733333333
Feb,2020,St. Bernard,4.92
Mar,2020,St. Bernard,10.34
Apr,2020,St. Bernard,8.18
May,2020,St. Bernard,7.82
Jun,2020,St. Bernard,9.28
Jul,2020,St. Bernard,10.68
Aug,2020,St. Bernard,9.233333333
Sep,2020,St. Bernard,6.98
Oct,2020,St. Bernard,7.75
Nov,2020,St. Bernard,6.933333333
Dec,2020,St. Bernard,5.9
Jan,2020,Ascension,7.254545455
Feb,2020,Ascension,4.722222222
Mar,2020,Ascension,7.490909091
Apr,2020,Ascension,9.98
May,2020,Ascension,5.66
Jun,2020,Ascension,7.75
Jul,2020,Ascension,6.866666667
Aug,2020,Ascension,10.29090909
Sep,2020,Ascension,7.49
Oct,2020,Ascension,8.41
Nov,2020,Ascension,6.2375
Dec,2020,Ascension,6.98
Jan,2020,Tangipahoa,6.2
Feb,2020,Tangipahoa,4.2625
Mar,2020,Tangipahoa,7.71
Apr,2020,Tangipahoa,8.33
May,2020,Tangipahoa,6.422222222
Jun,2020,Tangipahoa,8.23
Jul,2020,Tangipahoa,8.444444444
Aug,2020,Tangipahoa,9.4
Sep,2020,Tangipahoa,6.72
Oct,2020,Tangipahoa,8.13
Nov,2020,Tangipahoa,6.65
Dec,2020,Tangipahoa,5.4625
Jan,2020,Tangipahoa,6.38
Feb,2020,Tangipahoa,4.425
Mar,2020,Tangipahoa,8.075
Apr,2020,Tangipahoa,8.34
May,2020,Tangipahoa,5.68
Jun,2020,Tangipahoa,11.74
Jul,2020,Tangipahoa,7.575
Aug,2020,Tangipahoa,8.133333333
Sep,2020,Tangipahoa,7.3
Oct,2020,Tangipahoa,10.2
Nov,2020,Tangipahoa,7
Dec,2020,Tangipahoa,5.76
Jan,2020,Terrebonne,7.045454545
Feb,2020,Terrebonne,4.688888889
Mar,2020,Terrebonne,7.8
Apr,2020,Terrebonne,6.18
May,2020,Terrebonne,5.27
Jun,2020,Terrebonne,8.48
Jul,2020,Terrebonne,9.81
Aug,2020,Terrebonne,9.836363636
Sep,2020,Terrebonne,6.62
Oct,2020,Terrebonne,8.89
Nov,2020,Terrebonne,7.57
Dec,2020,Terrebonne,6.255555556
Jan,2020,Jefferson,6.16
Feb,2020,Jefferson,4.44
Mar,2020,Jefferson,9.28
Apr,2020,Jefferson,7.36
May,2020,Jefferson,5.275
Jun,2020,Jefferson,10.575
Jul,2020,Jefferson,10.08
Aug,2020,Jefferson,8.616666667
Sep,2020,Jefferson,6.42
Oct,2020,Jefferson,6.9
Nov,2020,Jefferson,6.3
Dec,2020,Jefferson,5.82
Jan,2020,Lafayette,9
Feb,2020,Lafayette,4.566666667
Mar,2020,Lafayette,7.645454545
Apr,2020,Lafayette,8.76
May,2020,Lafayette,5.4
Jun,2020,Lafayette,9.86
Jul,2020,Lafayette,10.66
Aug,2020,Lafayette,8.472727273
Sep,2020,Lafayette,7.28
Oct,2020,Lafayette,9.177777778
Nov,2020,Lafayette,8.94
Dec,2020,Lafayette,8.1
Jan,2020,Calcasieu,8.072727273
Feb,2020,Calcasieu,5.5375
Mar,2020,Calcasieu,8.354545455
Apr,2020,Calcasieu,7.988888889
May,2020,Calcasieu,6.233333333
Jun,2020,Calcasieu,8.62
Jul,2020,Calcasieu,10.56363636
Aug,2020,Calcasieu,9.636363636
Sep,2020,Calcasieu,7.02
Oct,2020,Calcasieu,7.63
Nov,2020,Calcasieu,6.73
Dec,2020,Calcasieu,6.4125
Jan,2020,Jefferson,7.523076923
Feb,2020,Jefferson,5.133333333
Mar,2020,Jefferson,7.954545455
Apr,2020,Jefferson,8.94
May,2020,Jefferson,5.93
Jun,2020,Jefferson,8.73
Jul,2020,Jefferson,10.67272727
Aug,2020,Jefferson,9.872727273
Sep,2020,Jefferson,7.14
Oct,2020,Jefferson,8.466666667
Nov,2020,Jefferson,8.785714286
Dec,2020,Jefferson,5.75
Jan,2020,Ouachita,5.972727273
Feb,2020,Ouachita,3.811111111
Mar,2020,Ouachita,5.981818182
Apr,2020,Ouachita,6.766666667
May,2020,Ouachita,5.42
Jun,2020,Ouachita,10.7
Jul,2020,Ouachita,9.24
Aug,2020,Ouachita,9.190909091
Sep,2020,Ouachita,9.07
Oct,2020,Ouachita,7.66
Nov,2020,Ouachita,6.97
Dec,2020,Ouachita,6.5125
Jan,2020,West Baton Rouge,6.462068966
Feb,2020,West Baton Rouge,6.277777778
Mar,2020,West Baton Rouge,8.536666667
Apr,2020,West Baton Rouge,9.52
May,2020,West Baton Rouge,8.142307692
Jun,2020,West Baton Rouge,10.19666667
Jul,2020,West Baton Rouge,10.62903226
Aug,2020,West Baton Rouge,9.883333333
Sep,2020,West Baton Rouge,9.303333333
Oct,2020,West Baton Rouge,8.348387097
Nov,2020,West Baton Rouge,7.975862069
Dec,2020,West Baton Rouge,6.9
Jan,2020,Caddo,8.418181818
Feb,2020,Caddo,6.266666667
Mar,2020,Caddo,9.416666667
Apr,2020,Caddo,8.61
May,2020,Caddo,6.74
Jun,2020,Caddo,14.65
Jul,2020,Caddo,12.28
Aug,2020,Caddo,11.9
Sep,2020,Caddo,9.3375
Oct,2020,Caddo,8.95
Nov,2020,Caddo,8.16
Dec,2020,Caddo,9.14
Jan,2020,Caddo,6.833333333
Feb,2020,Caddo,6.5
Mar,2020,Caddo,8.6
Apr,2020,Caddo,11.1
May,2020,Caddo,5.6
Jun,2020,Caddo,9.466666667
Jul,2020,Caddo,17.875
Aug,2020,Caddo,12.7
Sep,2020,Caddo,8.4
Oct,2020,Caddo,9.5
Nov,2020,Caddo,5
Dec,2020,Caddo,9.1
Jan,2020,Calcasieu,5.527272727
Feb,2020,Calcasieu,4.177777778
Mar,2020,Calcasieu,7.781818182
Apr,2020,Calcasieu,8.18
May,2020,Calcasieu,5.31
Jun,2020,Calcasieu,11.52
Jul,2020,Calcasieu,10.77
Aug,2020,Calcasieu,8.488888889
Sep,2020,Calcasieu,8.1
Oct,2020,Calcasieu,7.89
Nov,2020,Calcasieu,6.95
Dec,2020,Calcasieu,4.67
Jan,2021,Rapides,5.163636364
Feb,2021,Rapides,6.911111111
Mar,2021,Rapides,6.11
Apr,2021,Rapides,6.57
May,2021,Rapides,6.636363636
Jun,2021,Rapides,6.94
Jul,2021,Rapides,9.04
Aug,2021,Rapides,9.36
Sep,2021,Rapides,7.5
Oct,2021,Rapides,7.518181818
Nov,2021,Rapides,9.03
Dec,2021,Rapides,6.46
Jan,2021,East Baton Rouge,6.65
Feb,2021,East Baton Rouge,7.046428571
Mar,2021,East Baton Rouge,7.219354839
Apr,2021,East Baton Rouge,7.382758621
May,2021,East Baton Rouge,7.003333333
Jun,2021,East Baton Rouge,7.44
Jul,2021,East Baton Rouge,11.05483871
Aug,2021,East Baton Rouge,11.35333333
Sep,2021,East Baton Rouge,9.58
Oct,2021,East Baton Rouge,9.503571429
Nov,2021,East Baton Rouge,9.416666667
Dec,2021,East Baton Rouge,8.880645161
Jan,2021,East Baton Rouge,5.4
Feb,2021,East Baton Rouge,6.1
Mar,2021,East Baton Rouge,6.9
Apr,2021,East Baton Rouge,9.133333333
May,2021,East Baton Rouge,5.3
Jun,2021,East Baton Rouge,9.266666667
Jul,2021,East Baton Rouge,5.35
Aug,2021,East Baton Rouge,8.066666667
Sep,2021,East Baton Rouge,9.45
Oct,2021,East Baton Rouge,7.2
Nov,2021,East Baton Rouge,11.325
Dec,2021,East Baton Rouge,7.2
Jan,2021,Iberville,6.8
Feb,2021,Iberville,6.133333333
Mar,2021,Iberville,7.23
Apr,2021,Iberville,7.366666667
May,2021,Iberville,6.91
Jun,2021,Iberville,6.933333333
Jul,2021,Iberville,8.2816
Aug,2021,Iberville,8.2816
Sep,2021,Iberville,8.2816
Oct,2021,Iberville,8.2816
Nov,2021,Iberville,8.2816
Dec,2021,Iberville,8.2816
Jan,2021,St. Bernard,6.04
Feb,2021,St. Bernard,7
Mar,2021,St. Bernard,7.02
Apr,2021,St. Bernard,7
May,2021,St. Bernard,7.58
Jun,2021,St. Bernard,8.48
Jul,2021,St. Bernard,8.6
Aug,2021,St. Bernard,10.02
Sep,2021,St. Bernard,10.15
Oct,2021,St. Bernard,5.6
Nov,2021,St. Bernard,6.54
Dec,2021,St. Bernard,6.62
Jan,2021,Ascension,6.990909091
Feb,2021,Ascension,6.977777778
Mar,2021,Ascension,7.39
Apr,2021,Ascension,6.51
May,2021,Ascension,6.91
Jun,2021,Ascension,6.6
Jul,2021,Ascension,8.02
Aug,2021,Ascension,10.1125
Sep,2021,Ascension,8.783333333
Oct,2021,Ascension,8.16
Nov,2021,Ascension,9.83
Dec,2021,Ascension,6.411111111
Jan,2021,Tangipahoa,6.009090909
Feb,2021,Tangipahoa,5.9875
Mar,2021,Tangipahoa,6.744444444
Apr,2021,Tangipahoa,6.2375
May,2021,Tangipahoa,6.31
Jun,2021,Tangipahoa,6.655555556
Jul,2021,Tangipahoa,7.02
Aug,2021,Tangipahoa,10.1
Sep,2021,Tangipahoa,9.95
Oct,2021,Tangipahoa,12.65714286
Nov,2021,Tangipahoa,8.363636364
Dec,2021,Tangipahoa,6.56
Jan,2021,Tangipahoa,6.5
Feb,2021,Tangipahoa,5.84
Mar,2021,Tangipahoa,6.05
Apr,2021,Tangipahoa,8.625
May,2021,Tangipahoa,5.94
Jun,2021,Tangipahoa,5.4
Jul,2021,Tangipahoa,5.466666667
Aug,2021,Tangipahoa,11.16666667
Sep,2021,Tangipahoa,8.2816
Oct,2021,Tangipahoa,9.98
Nov,2021,Tangipahoa,7.65
Dec,2021,Tangipahoa,5.92
Jan,2021,Terrebonne,5.8
Feb,2021,Terrebonne,5.722222222
Mar,2021,Terrebonne,6.285714286
Apr,2021,Terrebonne,6.383333333
May,2021,Terrebonne,7.027272727
Jun,2021,Terrebonne,5.771428571
Jul,2021,Terrebonne,7.21
Aug,2021,Terrebonne,9.1125
Sep,2021,Terrebonne,5.483333333
Oct,2021,Terrebonne,7.781818182
Nov,2021,Terrebonne,8.95
Dec,2021,Terrebonne,5.77
Jan,2021,Jefferson,5.76
Feb,2021,Jefferson,6.28
Mar,2021,Jefferson,6
Apr,2021,Jefferson,7.14
May,2021,Jefferson,6.52
Jun,2021,Jefferson,7.12
Jul,2021,Jefferson,7.78
Aug,2021,Jefferson,9.06
Sep,2021,Jefferson,6.25
Oct,2021,Jefferson,7.666666667
Nov,2021,Jefferson,6.62
Dec,2021,Jefferson,5.28
Jan,2021,Lafayette,7.781818182
Feb,2021,Lafayette,7.355555556
Mar,2021,Lafayette,7.16
Apr,2021,Lafayette,7.04
May,2021,Lafayette,6.709090909
Jun,2021,Lafayette,6.5
Jul,2021,Lafayette,7.75
Aug,2021,Lafayette,9.09
Sep,2021,Lafayette,7.25
Oct,2021,Lafayette,7.636363636
Nov,2021,Lafayette,10.51
Dec,2021,Lafayette,6.36
Jan,2021,Calcasieu,7.554545455
Feb,2021,Calcasieu,6.144444444
Mar,2021,Calcasieu,7.811111111
Apr,2021,Calcasieu,6.36
May,2021,Calcasieu,7.045454545
Jun,2021,Calcasieu,7.088888889
Jul,2021,Calcasieu,8.2
Aug,2021,Calcasieu,10.61111111
Sep,2021,Calcasieu,7.425
Oct,2021,Calcasieu,7.418181818
Nov,2021,Calcasieu,8.51
Dec,2021,Calcasieu,5.825
Jan,2021,Jefferson,7.008333333
Feb,2021,Jefferson,6.222222222
Mar,2021,Jefferson,7.072727273
Apr,2021,Jefferson,6.181818182
May,2021,Jefferson,7.027272727
Jun,2021,Jefferson,6.9
Jul,2021,Jefferson,7.58
Aug,2021,Jefferson,10.25454545
Sep,2021,Jefferson,4.914285714
Oct,2021,Jefferson,7.118181818
Nov,2021,Jefferson,8.44
Dec,2021,Jefferson,4.9
